Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Description,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Project Code,Program Code,Budget Type,Budget Name,Amount as number
FY14-15,Planning & Building,Planning & Building,84411,Admin: Engineering,2415,Development Service Fund,UNDETERMINED PROJECT,DEVELOPMENT PERMIT INSPECTIONS,Expense,52614,Services & Supplies,Books,17931,0000000,PS31,2,Adjusted,17931
FY14-15,Planning & Building,Planning & Building,84431,Building & Infrastructure Plan Check,2415,Development Service Fund,UNDETERMINED PROJECT,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Expense,52614,Services & Supplies,Books,17350,0000000,PS30,2,Adjusted,17350
FY14-15,Public Library,Library,61121,Departmental Operation,2241,Measure Q-Library Services Retention & Enhancement,UNDETERMINED PROJECT,LIBRARY SYSTEMWIDE SUPPORT,Expense,52615,Services & Supplies,Records and Tapes - Unrecorded,207400,0000000,NB37,2,Adjusted,207400
FY14-15,City Administrator,Other Services,63221,KTOP Operations,1760,Telecommunications Reserve,UNDETERMINED PROJECT,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,52615,Services & Supplies,Records and Tapes - Unrecorded,974,0000000,IP13,2,Adjusted,974
FY14-15,City Administrator,Other Services,63221,KTOP Operations,1760,Telecommunications Reserve,KTOP PRODUCTIONS,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,52615,Services & Supplies,Records and Tapes - Unrecorded,14600,A211410,IP13,2,Adjusted,14600
FY14-15,Parks & Recreation,Parks & Recreation,501110,Office of OPR Director,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CENTRAL ADMINISTRATION,Expense,52617,Services & Supplies,"Posters, Maps, and Pictures",300,0000000,NB01,2,Adjusted,300
FY14-15,Parks & Recreation,Parks & Recreation,502332,East Oakland Sports Center,1820,OPRCA Self Sustaining Revolving Fund,UNDETERMINED PROJECT,COMPETITIVE SPORTS,Expense,52617,Services & Supplies,"Posters, Maps, and Pictures",10000,0000000,NB04,2,Adjusted,10000
FY14-15,City Administrator,Other Services,63221,KTOP Operations,1760,Telecommunications Reserve,UNDETERMINED PROJECT,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,52617,Services & Supplies,"Posters, Maps, and Pictures",500,0000000,IP13,2,Adjusted,500
FY14-15,Fire,Fire Department,20110,Fire Chief,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FIRE DEPARTMENT ADMINISTRATION,Expense,52619,Services & Supplies,Microfilm/Microfiche,1000,0000000,PS15,2,Adjusted,1000
FY14-15,Public Works,Public Works,30671,Street Cleaning Graffiti Abatement: Administration,1720,Comprehensive Clean-up,UNDETERMINED PROJECT,KEEP OAKLAND CLEAN & BEAUTIFUL,Expense,52619,Services & Supplies,Microfilm/Microfiche,2300,0000000,NB35,2,Adjusted,2300
FY14-15,Planning & Building,Planning & Building,84211,Planning,2415,Development Service Fund,UNDETERMINED PROJECT,"GENERAL PLAN, ZONING UPDATE & STRATEGIC ANALYSIS",Expense,52619,Services & Supplies,Microfilm/Microfiche,200,0000000,SC09,2,Adjusted,200
FY14-15,Human Resources Management,Human Resources Management,5111,Personnel Administration and Information,1010,General Fund: General Purpose,UNDETERMINED PROJECT,HUMAN RESOURCE MANAGEMENT,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",430,0000000,IP61,2,Adjusted,430
FY14-15,Police,Police Department,106210,Police Personnel,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AGENCY-WIDE ADMINISTRATION,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",11000,0000000,PS01,2,Adjusted,11000
FY14-15,Fire,Fire Department,20110,Fire Chief,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FIRE DEPARTMENT ADMINISTRATION,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",26440,0000000,PS15,2,Adjusted,26440
FY14-15,Fire,Fire Department,20311,Fire Marshal's Office,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FIRE PREVENTION BUREAU,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",22610,0000000,PS23,2,Adjusted,22610
FY14-15,Fire,Fire Department,20321,Technical Services,1720,Comprehensive Clean-up,HOUSEHOLD HAZ WASTE II,FIRE PREVENTION BUREAU,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",9735,P40200,PS23,2,Adjusted,9735
FY14-15,Fire,Fire Department,20331,Inspectional Services,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FIRE PREVENTION BUREAU,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",32730,0000000,PS23,2,Adjusted,32730
FY14-15,Fire,Fire Department,20371,Vegetation Management,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FIRE PREVENTION BUREAU,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",6400,0000000,PS23,2,Adjusted,6400
FY14-15,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",12060,0000000,PS27,2,Adjusted,12060
FY14-15,Fire,Fire Department,20711,Emergency Services Program,1010,General Fund: General Purpose,UNDETERMINED PROJECT,OFFICE OF EMERGENCY SERVICES/HOMELAND SECURITY,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",16330,0000000,PS21,2,Adjusted,16330
FY14-15,Fire,Fire Department,20814,Fire: Airport,1010,General Fund: General Purpose,UNDETERMINED PROJECT,SPECIAL OPERATIONS-EMERGENCY RESPONSE,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",66500,0000000,PS18,2,Adjusted,66500
FY14-15,Public Works,Public Works,30111,Director's Office,7760,Grant Clearing,PWA OVERHEAD CLEARING,ADMINISTRATION-TO BE ALLOCATED,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",100,A167710,AD01,2,Adjusted,100
FY14-15,Public Works,Public Works,30121,PWA Fiscal Services,7760,Grant Clearing,PWA OVERHEAD CLEARING,ADMINISTRATION-TO BE ALLOCATED,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",1410,A167710,AD01,2,Adjusted,1410
FY14-15,Public Works,Public Works,30241,Engineering Design & ROW: Admin,7760,Grant Clearing,PWA DESIGN - ADMINSTRATION,ENGINEERING PLANNING & DESIGN,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",400,A167720,IN05,2,Adjusted,400
FY14-15,Public Works,Public Works,30611,Facilities Environment: Asst Director's Office,7760,Grant Clearing,PWA OVERHEAD CLEARING,ADMINISTRATION-TO BE ALLOCATED,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",500,A167710,AD01,2,Adjusted,500
FY14-15,Public Works,Public Works,30681,Environmental Services: Administration,1710,Recycling Program,UNDETERMINED PROJECT,RECYCLING & SOLID WASTE,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",300,0000000,SC17,2,Adjusted,300
FY14-15,Parks & Recreation,Parks & Recreation,501110,Office of OPR Director,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CENTRAL ADMINISTRATION,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",40056,0000000,NB01,2,Adjusted,40056
FY14-15,Parks & Recreation,Parks & Recreation,501240,Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,CENTRAL RESERVATIONS SET-UP FEE,CENTRAL RESERVATIONS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",20,P319110,IP57,2,Adjusted,20
FY14-15,Parks & Recreation,Parks & Recreation,501250,Special Programs,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",490,0000000,NB03,2,Adjusted,490
FY14-15,Parks & Recreation,Parks & Recreation,502230,Area One: Recreation Center Supervision,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",2910,0000000,NB03,2,Adjusted,2910
FY14-15,Parks & Recreation,Parks & Recreation,502231,Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,BUSHROD REC CTR MAIN,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",2035,P183210,NB03,2,Adjusted,2035
FY14-15,Parks & Recreation,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,MONTCLAIR MAIN,CULTURAL ARTS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",200,P52511,CE05,2,Adjusted,200
FY14-15,Parks & Recreation,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,DEFREMERY MAIN,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",3230,P53510,NB03,2,Adjusted,3230
FY14-15,Parks & Recreation,Parks & Recreation,502234,Lincoln Recreation Center,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",1625,0000000,NB03,2,Adjusted,1625
FY14-15,Parks & Recreation,Parks & Recreation,502234,Lincoln Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,MORNING PROGRAM MAIN,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",980,P54311,NB03,2,Adjusted,980
FY14-15,Parks & Recreation,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,MONTCLAIR MAIN,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",9410,P52511,NB03,2,Adjusted,9410
FY14-15,Parks & Recreation,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,MOSSWOOD MAIN,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",1190,P53711,NB03,2,Adjusted,1190
FY14-15,Parks & Recreation,Parks & Recreation,502237,Poplar Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,POPLAR SELF-SUSTAINING,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",1538,P140810,NB03,2,Adjusted,1538
FY14-15,Parks & Recreation,Parks & Recreation,502260,Rotary Nature Center,1820,OPRCA Self Sustaining Revolving Fund,ROTARY NATURE CNTR-MAIN,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",2667,P52311,NB03,2,Adjusted,2667
FY14-15,Parks & Recreation,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AQUATICS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",1500,0000000,NB05,2,Adjusted,1500
FY14-15,Parks & Recreation,Parks & Recreation,502310,Aquatics Supervision,1820,OPRCA Self Sustaining Revolving Fund,AQUATICS MAIN,AQUATICS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",2902,P53911,NB05,2,Adjusted,2902
FY14-15,Parks & Recreation,Parks & Recreation,502320,Tennis,1010,General Fund: General Purpose,UNDETERMINED PROJECT,DAVIES TENNIS & CITYWIDE TENNIS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",1125,0000000,IN12,2,Adjusted,1125
FY14-15,Parks & Recreation,Parks & Recreation,502330,City-Wide Sports,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AFTER SCHOOL SPORTS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",500,0000000,YS16,2,Adjusted,500
FY14-15,Parks & Recreation,Parks & Recreation,502330,City-Wide Sports,1820,OPRCA Self Sustaining Revolving Fund,ELEMENTARY SPORTS,AFTER SCHOOL SPORTS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",2630,P184510,YS16,2,Adjusted,2630
FY14-15,Parks & Recreation,Parks & Recreation,502350,Boating,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AQUATICS BOATING,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",475,0000000,IN11,2,Adjusted,475
FY14-15,Parks & Recreation,Parks & Recreation,502350,Boating,1820,OPRCA Self Sustaining Revolving Fund,BOATING MAIN,AQUATICS BOATING,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",3765,P53311,IN11,2,Adjusted,3765
FY14-15,Parks & Recreation,Parks & Recreation,503230,Area Two: Recreation Center Supervision,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",1250,0000000,NB03,2,Adjusted,1250
FY14-15,Parks & Recreation,Parks & Recreation,503231,Allendale Recreation Center,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",25,0000000,NB03,2,Adjusted,25
FY14-15,Parks & Recreation,Parks & Recreation,503231,Allendale Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,ENRICHMENT MAIN,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",31,P52811,NB03,2,Adjusted,31
FY14-15,Parks & Recreation,Parks & Recreation,503232,Dimond Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,DIMOND MAIN,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",6555,P52711,NB03,2,Adjusted,6555
FY14-15,Parks & Recreation,Parks & Recreation,503235,Manzanita Recreation Center,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",905,0000000,NB03,2,Adjusted,905
FY14-15,Parks & Recreation,Parks & Recreation,503235,Manzanita Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,ELEMENTARY PROG MAIN,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",511,P52611,NB03,2,Adjusted,511
FY14-15,Parks & Recreation,Parks & Recreation,503236,Redwood Heights Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,REDWOOD HEIGHTS SSF,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",108,P53200,NB03,2,Adjusted,108
FY14-15,Parks & Recreation,Parks & Recreation,503237,FM Smith Recreation Center,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",575,0000000,NB03,2,Adjusted,575
FY14-15,Parks & Recreation,Parks & Recreation,503237,FM Smith Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,TINY TOTS,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",3000,P54213,NB03,2,Adjusted,3000
FY14-15,Parks & Recreation,Parks & Recreation,503238,San Antonio Recreation Center,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",415,0000000,NB03,2,Adjusted,415
FY14-15,Parks & Recreation,Parks & Recreation,503239,Carmen Flores Recreation Center,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",-900,0000000,NB03,2,Adjusted,-900
FY14-15,Parks & Recreation,Parks & Recreation,504320,Malonga Casquelourd,1820,OPRCA Self Sustaining Revolving Fund,MALONGA CASQUELOURD CENTER,CULTURAL ARTS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",3500,P285110,CE05,2,Adjusted,3500
FY14-15,Parks & Recreation,Parks & Recreation,504330,Studio One,1820,OPRCA Self Sustaining Revolving Fund,STUDIO ONE REGISTRATION-MAIN,CULTURAL ARTS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",16293,P52421,CE05,2,Adjusted,16293
FY14-15,Parks & Recreation,Parks & Recreation,504410,City-Wide Programs,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CULTURAL ARTS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",10000,0000000,CE05,2,Adjusted,10000
FY14-15,Parks & Recreation,Parks & Recreation,504410,City-Wide Programs,1820,OPRCA Self Sustaining Revolving Fund,CHILDRENS' ART CAMP,CULTURAL ARTS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",740,P59022,CE05,2,Adjusted,740
FY14-15,Parks & Recreation,Parks & Recreation,504410,City-Wide Programs,1820,OPRCA Self Sustaining Revolving Fund,YOUTH JAZZ CAMP,CULTURAL ARTS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",600,P59012,CE05,2,Adjusted,600
FY14-15,Parks & Recreation,Parks & Recreation,505810,Radical Roving Recreation,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",3940,0000000,NB03,2,Adjusted,3940
FY14-15,Parks & Recreation,Parks & Recreation,509110,Area Three: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",3900,0000000,NB03,2,Adjusted,3900
FY14-15,Parks & Recreation,Parks & Recreation,509232,Brookdale Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,Brookdale Main,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",2052,P54511,NB03,2,Adjusted,2052
FY14-15,Parks & Recreation,Parks & Recreation,509233,Ira Jinkins Recreation Center,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",300,0000000,NB03,2,Adjusted,300
FY14-15,Parks & Recreation,Parks & Recreation,509233,Ira Jinkins Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,YOUTH PROGRAMS MAIN,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",2730,P53821,NB03,2,Adjusted,2730
FY14-15,Parks & Recreation,Parks & Recreation,509234,Discovery,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",1040,0000000,NB03,2,Adjusted,1040
