Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount,Budget Type,Budget Name,Amount as number
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,52917,Shoe/Boot Supplemental,Services & Supplies,910,1,Adopted,910
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,52919,Supplies: Miscellaneous and Commodities,Services & Supplies,20000,1,Adopted,20000
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,53116,Telephone,Services & Supplies,23800,1,Adopted,23800
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,53119,"Miscellaneous Utilities (Steam, Heating, Fuel)",Services & Supplies,4210,1,Adopted,4210
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,53219,Rental: Miscellaneous,Services & Supplies,1950,1,Adopted,1950
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,53719,Miscellaneous Services,Services & Supplies,1010,1,Adopted,1010
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,56511,Radio Rentals,Internal Services & Work Orders,84930,1,Adopted,84930
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,54611,Repair and Maintenance: Machinery and Equipment,Contract Services,9580,1,Adopted,9580
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,54619,Repair and Maintenance: Miscellaneous,Contract Services,6630,1,Adopted,6630
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,54930,Services: Professional,Contract Services,1000,1,Adopted,1000
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",Travel & Education,1450,1,Adopted,1450
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,55219,Miscellaneous Educational Expenditures,Travel & Education,2000,1,Adopted,2000
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,55311,Memberships: Employee Association Dues,Travel & Education,1000,1,Adopted,1000
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,56411,City Vehicle Rentals,Internal Services & Work Orders,1019687,1,Adopted,1019687
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,224393,1,Adopted,224393
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,323648,1,Adopted,323648
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,51111,Civilian: Regular,Civilian Salaries,403753,1,Adopted,403753
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,51212,Civilian: Other Overtime,Civilian Overtime,4382,1,Adopted,4382
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,51511,Civilian: Paid Leave Charge,Civilian Salaries,119920,1,Adopted,119920
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,51611,Civilian: Retirement Accrual,Civilian Retirement,172498,1,Adopted,172498
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,203760,1,Adopted,203760
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,0,UNDETERMINED PROJECT,AD01,ADMINISTRATION,51911,Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement),Misc. Personnel Adjustments,9231,1,Adopted,9231
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,52917,Shoe/Boot Supplemental,Services & Supplies,7470,1,Adopted,7470
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,99802,1,Adopted,99802
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2231,State Gas Tax-Prop 42 Replacement Funds,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,143948,1,Adopted,143948
FY15-16,Revenue,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2415,Development Service Fund,A490885,PRIVATE PROPERTY SIDEWALK REPAIR,1TYM,ONE,43326,Collections: Miscellaneous,Fines & Penalties,400000,1,Adopted,400000
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2415,Development Service Fund,A490885,PRIVATE PROPERTY SIDEWALK REPAIR,1TYM,ONE,54011,Contract Contingencies (Budgetary Only),Contract Services,400000,1,Adopted,400000
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,51111,Civilian: Regular,Civilian Salaries,570513,1,Adopted,570513
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,51511,Civilian: Paid Leave Charge,Civilian Salaries,169454,1,Adopted,169454
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,51611,Civilian: Retirement Accrual,Civilian Retirement,243744,1,Adopted,243744
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,287913,1,Adopted,287913
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,51911,Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement),Misc. Personnel Adjustments,8041,1,Adopted,8041
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,139854,1,Adopted,139854
FY15-16,Expense,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,201715,1,Adopted,201715
FY15-16,Expense,Public Works,Public Works,30535,Infrastructure Maint: Tree Services,2310,Lighting and Landscape Assessment District,0,UNDETERMINED PROJECT,NB09,TREES,56411,City Vehicle Rentals,Internal Services & Work Orders,20246,1,Adopted,20246
FY15-16,Revenue,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,42314,Permits: Encroachment,Licenses & Permits,51030,1,Adopted,51030
FY15-16,Revenue,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,47111,Internal Service Revenues,Internal Service Funds,22784171,1,Adopted,22784171
FY15-16,Revenue,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,47113,Pool Vehicle Revenue,Internal Service Funds,87000,1,Adopted,87000
FY15-16,Revenue,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,47211,Work Order Revenues,Internal Service Funds,542047,1,Adopted,542047
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,51111,Civilian: Regular,Civilian Salaries,2848398,1,Adopted,2848398
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,51212,Civilian: Other Overtime,Civilian Overtime,40000,1,Adopted,40000
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,4200,1,Adopted,4200
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,51420,License,Allowances & Premiums,11319,1,Adopted,11319
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,51428,Premium: Bilingual,Allowances & Premiums,1170,1,Adopted,1170
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,51511,Civilian: Paid Leave Charge,Civilian Salaries,846013,1,Adopted,846013
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,51611,Civilian: Retirement Accrual,Civilian Retirement,1216936,1,Adopted,1216936
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,1437495,1,Adopted,1437495
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,51911,Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement),Misc. Personnel Adjustments,52991,1,Adopted,52991
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,52211,Stationery and Office Supplies,Services & Supplies,8000,1,Adopted,8000
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,52311,Maintenance Supplies,Services & Supplies,66390,1,Adopted,66390
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,52511,Supplies: Electrical and Plumbing,Services & Supplies,2000,1,Adopted,2000
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,52811,Supplies: Vehicle Accessories and Electrical,Services & Supplies,227050,1,Adopted,227050
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,52833,"Equipment Parts (Power Sweeper Supplies, Etc.)",Services & Supplies,1782470,1,Adopted,1782470
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,52844,Supplies: Body and Upholstering,Services & Supplies,21520,1,Adopted,21520
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,52855,"Supplies: Brake, Wheel, Clutch, and Transmission",Services & Supplies,165510,1,Adopted,165510
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,52866,Tires and Tubes,Services & Supplies,197930,1,Adopted,197930
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,52877,Supplies: Cooling and Exhaust,Services & Supplies,122460,1,Adopted,122460
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,52899,Lubricants and Oils,Services & Supplies,30000,1,Adopted,30000
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,52911,Bottled Water and Food for Human Consumption,Services & Supplies,50000,1,Adopted,50000
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,53116,Telephone,Services & Supplies,10000,1,Adopted,10000
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,53211,Rental: Land and Building,Services & Supplies,600000,1,Adopted,600000
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,53511,Taxes and Assessments,Services & Supplies,10000,1,Adopted,10000
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,53611,Postage and Mailing,Services & Supplies,200,1,Adopted,200
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,53719,Miscellaneous Services,Services & Supplies,50000,1,Adopted,50000
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,54611,Repair and Maintenance: Machinery and Equipment,Contract Services,1023780,1,Adopted,1023780
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,54919,Services: Miscellaneous Contract,Contract Services,100000,1,Adopted,100000
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,55111,Non-City Vehicle Rentals,Travel & Education,15000,1,Adopted,15000
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,55211,Periodical Subscriptions,Travel & Education,20000,1,Adopted,20000
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,55311,Memberships: Employee Association Dues,Travel & Education,2000,1,Adopted,2000
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,56111,Special Setups,Internal Services & Work Orders,68050,1,Adopted,68050
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,56113,Facilities: General Support,Internal Services & Work Orders,285066,1,Adopted,285066
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,56123,City Accounting Services,Internal Services & Work Orders,5950,1,Adopted,5950
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,56124,City Contract Compliance Dept-Purchasing Services,Internal Services & Work Orders,104380,1,Adopted,104380
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,56211,Modifications: Telephone and Installations,Internal Services & Work Orders,650,1,Adopted,650
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,56312,Duplicating,Internal Services & Work Orders,5000,1,Adopted,5000
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,56411,City Vehicle Rentals,Internal Services & Work Orders,296286,1,Adopted,296286
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,56511,Radio Rentals,Internal Services & Work Orders,49314,1,Adopted,49314
FY15-16,Expense,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,0,UNDETERMINED PROJECT,IN01,FLEET MANAGEMENT & MAINTENANCE,57511,Furniture and Equipment: Additions (Fixed Asset Number Mandatory),Capital Acquistions,30000,1,Adopted,30000
