Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Type,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY14-15,Public Library,Library,61511, African-American Museum Library,2241,Measure Q-Library Services Retention & Enhancement,0000000 , UNDETERMINED PROJECT,NB18,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,111617,1,Adopted,111617
FY14-15,Public Library,Library,61511, African-American Museum Library,2241,Measure Q-Library Services Retention & Enhancement,0000000 , UNDETERMINED PROJECT,NB18,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,Expense,Civilian Retirement,51627,Retirement Contributions,795,1,Adopted,795
FY14-15,Public Library,Library,61511, African-American Museum Library,2241,Measure Q-Library Services Retention & Enhancement,0000000 , UNDETERMINED PROJECT,NB18,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,Expense,Services & Supplies,52613,Supplies: Exhibit,10000,1,Adopted,10000
FY14-15,Public Library,Library,61511, African-American Museum Library,2241,Measure Q-Library Services Retention & Enhancement,0000000 , UNDETERMINED PROJECT,NB18,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,Expense,Services & Supplies,53211,Rental: Land and Building,14000,1,Adopted,14000
FY14-15,Public Library,Library,61511, African-American Museum Library,2241,Measure Q-Library Services Retention & Enhancement,0000000 , UNDETERMINED PROJECT,NB18,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,Expense,Internal Services & Work Orders,56113,Facilities: General Support,283539,1,Adopted,283539
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1610,Successor Redevelopment Agency Reimbursement Fund,A453210 , SUCCESSOR AGENCY-ADMIN,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Civilian Salaries,51111,Civilian: Regular,6668,1,Adopted,6668
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1610,Successor Redevelopment Agency Reimbursement Fund,A453210 , SUCCESSOR AGENCY-ADMIN,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Allowances & Premiums,51411,Shift Pay,426,1,Adopted,426
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1610,Successor Redevelopment Agency Reimbursement Fund,A453210 , SUCCESSOR AGENCY-ADMIN,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,1842,1,Adopted,1842
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1610,Successor Redevelopment Agency Reimbursement Fund,A453210 , SUCCESSOR AGENCY-ADMIN,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,2476,1,Adopted,2476
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1610,Successor Redevelopment Agency Reimbursement Fund,A453210 , SUCCESSOR AGENCY-ADMIN,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,3366,1,Adopted,3366
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Revenue,Service Charges,41613,Franchise: Cable TV,1505000,1,Adopted,1505000
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A211410 , KTOP PRODUCTIONS,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Revenue,Service Charges,45419,Other Fees: Miscellaneous,65000,1,Adopted,65000
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Revenue,Service Charges,45729,Other Svc Charges: Miscellaneous Service Charges,5000,1,Adopted,5000
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Revenue,Transfers from Fund Balance,49112,Transfers from Undesignated Fund Balance,6944,1,Adopted,6944
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A260810 , ORA CLEARING PROJ,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Civilian Salaries,51111,Civilian: Regular,153045,1,Adopted,153045
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Civilian Salaries,51111,Civilian: Regular,271230,1,Adopted,271230
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A260810 , ORA CLEARING PROJ,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Allowances & Premiums,51411,Shift Pay,5548,1,Adopted,5548
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A260810 , ORA CLEARING PROJ,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Allowances & Premiums,51428,Premium: Bilingual,4219,1,Adopted,4219
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A260810 , ORA CLEARING PROJ,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,42291,1,Adopted,42291
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,74946,1,Adopted,74946
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,100738,1,Adopted,100738
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A260810 , ORA CLEARING PROJ,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,56843,1,Adopted,56843
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,136912,1,Adopted,136912
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A260810 , ORA CLEARING PROJ,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,77255,1,Adopted,77255
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,52211,Stationery and Office Supplies,1675,1,Adopted,1675
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",278,1,Adopted,278
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A211410 , KTOP PRODUCTIONS,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",4725,1,Adopted,4725
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,52614,Books,150,1,Adopted,150
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,52615,Records and Tapes - Unrecorded,974,1,Adopted,974
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A211410 , KTOP PRODUCTIONS,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,52615,Records and Tapes - Unrecorded,14600,1,Adopted,14600
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,52617,"Posters, Maps, and Pictures",500,1,Adopted,500
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,52911,Bottled Water and Food for Human Consumption,111,1,Adopted,111
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,52913,Supplies: Technical and Scientific,17612,1,Adopted,17612
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A211410 , KTOP PRODUCTIONS,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,52913,Supplies: Technical and Scientific,24340,1,Adopted,24340
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A211410 , KTOP PRODUCTIONS,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,52914,Minor Tools and Equipment,20000,1,Adopted,20000
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A211410 , KTOP PRODUCTIONS,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,52919,Supplies: Miscellaneous and Commodities,151,1,Adopted,151
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A211410 , KTOP PRODUCTIONS,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,52920,Supplies and Equipment,10262,1,Adopted,10262
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A211410 , KTOP PRODUCTIONS,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,52921,Miscellaneous Operating Expenditures,5315,1,Adopted,5315
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,53116,Telephone,5500,1,Adopted,5500
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,53212,Rental: Equipment (Other Than Office Equipment),500,1,Adopted,500
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,53219,Rental: Miscellaneous,180,1,Adopted,180
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,53313,Official Hospitality,100,1,Adopted,100
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,53314,Advertising and Promotion,3720,1,Adopted,3720
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,53611,Postage and Mailing,350,1,Adopted,350
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Services & Supplies,53719,Miscellaneous Services,80500,1,Adopted,80500
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Contract Services,54611,Repair and Maintenance: Machinery and Equipment,3210,1,Adopted,3210
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Contract Services,54711,Printing and Duplicating Services,3500,1,Adopted,3500
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Contract Services,54919,Services: Miscellaneous Contract,5000,1,Adopted,5000
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A211410 , KTOP PRODUCTIONS,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Contract Services,54930,Services: Professional,11290,1,Adopted,11290
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Travel & Education,55112,Commercial Transportation,400,1,Adopted,400
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Travel & Education,55114,Per Diem and Lodging,350,1,Adopted,350
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",100,1,Adopted,100
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Travel & Education,55211,Periodical Subscriptions,100,1,Adopted,100
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Travel & Education,55212,Registration and Tuition,640,1,Adopted,640
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,A211410 , KTOP PRODUCTIONS,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Travel & Education,55214,On-Line Database Service,14707,1,Adopted,14707
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Travel & Education,55311,Memberships: Employee Association Dues,200,1,Adopted,200
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Internal Services & Work Orders,56312,Duplicating,3770,1,Adopted,3770
FY14-15,City Administrator,Other Services,63221, KTOP Operations,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP13,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,Internal Services & Work Orders,56411,City Vehicle Rentals,6366,1,Adopted,6366
FY14-15,Community Services,Human Services,75231, Multipurpose Senior Service Program,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,YS14,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,Civilian Salaries,51111,Civilian: Regular,48966,1,Adopted,48966
FY14-15,Community Services,Human Services,75231, Multipurpose Senior Service Program,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,YS14,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,13531,1,Adopted,13531
FY14-15,Community Services,Human Services,75231, Multipurpose Senior Service Program,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,YS14,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,18187,1,Adopted,18187
FY14-15,Community Services,Human Services,75231, Multipurpose Senior Service Program,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,YS14,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,24718,1,Adopted,24718
FY14-15,Community Services,Human Services,75231, Multipurpose Senior Service Program,2128,Department of Health and Human Services,G462320 , MSSP CSE MGT FY14/15,YS14,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Revenue,Grants & Subsidies,46218,State Grant: MSSP - Multipurpose Senior Service Program,1405480,1,Adopted,1405480
FY14-15,Community Services,Human Services,75231, Multipurpose Senior Service Program,2128,Department of Health and Human Services,G462310 , MSSP ADMIN FY 14/15,YS14,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Revenue,Interfund Transfers,49212,Operating Transfers: Other,61664,1,Adopted,61664
FY14-15,Community Services,Human Services,75231, Multipurpose Senior Service Program,2128,Department of Health and Human Services,G462320 , MSSP CSE MGT FY14/15,YS14,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Revenue,Interfund Transfers,49212,Operating Transfers: Other,149804,1,Adopted,149804
FY14-15,Community Services,Human Services,75231, Multipurpose Senior Service Program,2128,Department of Health and Human Services,G462320 , MSSP CSE MGT FY14/15,YS14,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,Civilian Salaries,51111,Civilian: Regular,341992,1,Adopted,341992
FY14-15,Community Services,Human Services,75231, Multipurpose Senior Service Program,2128,Department of Health and Human Services,G462310 , MSSP ADMIN FY 14/15,YS14,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,Civilian Salaries,51111,Civilian: Regular,140775,1,Adopted,140775
FY14-15,Community Services,Human Services,75231, Multipurpose Senior Service Program,2128,Department of Health and Human Services,G462320 , MSSP CSE MGT FY14/15,YS14,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,Allowances & Premiums,51428,Premium: Bilingual,8909,1,Adopted,8909
