Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY15-16,Expense,Fire,Fire Department,20511,Budget Planning: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Services & Supplies,53116,Telephone,2000,3,Proposed,2000
FY15-16,Expense,Fire,Fire Department,20511,Budget Planning: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Services & Supplies,52911,Bottled Water and Food for Human Consumption,-530,3,Proposed,-530
FY15-16,Expense,Fire,Fire Department,20511,Budget Planning: Administration,2250,Measure N: Fund,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,1454,3,Proposed,1454
FY15-16,Expense,Fire,Fire Department,20511,Budget Planning: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Services & Supplies,52211,Stationery and Office Supplies,5980,3,Proposed,5980
FY15-16,Expense,Fire,Fire Department,20511,Budget Planning: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,28395,3,Proposed,28395
FY15-16,Revenue,Fire,Fire Department,20511,Budget Planning: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Service Charges,45746,Other Svc Charges: State Mutual Aid Reimbursement,12000,3,Proposed,12000
FY15-16,Expense,Fire,Fire Department,20511,Budget Planning: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Travel & Education,55212,Registration and Tuition,2000,3,Proposed,2000
FY15-16,Expense,Fire,Fire Department,20521,Budget Unit,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,103913,3,Proposed,103913
FY15-16,Revenue,Fire,Fire Department,20521,Budget Unit,2412,Measure M - Alameda County: Emergency Dispatch Service Supplemental Assessment,0000000,UNDETERMINED PROJECT,PS20,DISPATCH COMMUNICATIONS,Local Tax,41520,Local Taxes: Voter-Approved Special Tax,4542,3,Proposed,4542
FY15-16,Expense,Fire,Fire Department,20521,Budget Unit,2412,Measure M - Alameda County: Emergency Dispatch Service Supplemental Assessment,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Salaries,51111,Civilian: Regular,6496,3,Proposed,6496
FY15-16,Expense,Fire,Fire Department,20521,Budget Unit,2412,Measure M - Alameda County: Emergency Dispatch Service Supplemental Assessment,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Retirement,51611,Civilian: Retirement Accrual,2776,3,Proposed,2776
FY15-16,Expense,Fire,Fire Department,20521,Budget Unit,2412,Measure M - Alameda County: Emergency Dispatch Service Supplemental Assessment,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,1454,3,Proposed,1454
FY15-16,Expense,Fire,Fire Department,20521,Budget Unit,2412,Measure M - Alameda County: Emergency Dispatch Service Supplemental Assessment,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Salaries,51511,Civilian: Paid Leave Charge,1930,3,Proposed,1930
FY15-16,Expense,Fire,Fire Department,20521,Budget Unit,2412,Measure M - Alameda County: Emergency Dispatch Service Supplemental Assessment,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Contract Services,54011,Contract Contingencies (Budgetary Only),97505,3,Proposed,97505
FY15-16,Expense,Fire,Fire Department,20521,Budget Unit,2412,Measure M - Alameda County: Emergency Dispatch Service Supplemental Assessment,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,3279,3,Proposed,3279
FY15-16,Expense,Fire,Fire Department,20521,Budget Unit,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Salaries,51511,Civilian: Paid Leave Charge,61157,3,Proposed,61157
FY15-16,Expense,Fire,Fire Department,20521,Budget Unit,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Salaries,51111,Civilian: Regular,205902,3,Proposed,205902
FY15-16,Expense,Fire,Fire Department,20521,Budget Unit,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Retirement,51611,Civilian: Retirement Accrual,87969,3,Proposed,87969
FY15-16,Expense,Fire,Fire Department,20531,Accounts Payable,2124,Federal Emergency Management Agency (FEMA),0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Contract Services,54011,Contract Contingencies (Budgetary Only),13801,3,Proposed,13801
FY15-16,Expense,Fire,Fire Department,20531,Accounts Payable,2124,Federal Emergency Management Agency (FEMA),G364940,US & R FEMA 2013-2014,PS15,FIRE DEPARTMENT ADMINISTRATION,Contract Services,54011,Contract Contingencies (Budgetary Only),261752,3,Proposed,261752
FY15-16,Expense,Fire,Fire Department,20541,Payroll Unit,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,26505,3,Proposed,26505
FY15-16,Expense,Fire,Fire Department,20541,Payroll Unit,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Retirement,51611,Civilian: Retirement Accrual,22439,3,Proposed,22439
FY15-16,Expense,Fire,Fire Department,20541,Payroll Unit,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Salaries,51111,Civilian: Regular,52521,3,Proposed,52521
FY15-16,Expense,Fire,Fire Department,20541,Payroll Unit,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Salaries,51511,Civilian: Paid Leave Charge,15599,3,Proposed,15599
FY15-16,Expense,Fire,Fire Department,20551,Time and Attendance,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Salaries,51111,Civilian: Regular,43181,3,Proposed,43181
FY15-16,Expense,Fire,Fire Department,20551,Time and Attendance,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Retirement,51611,Civilian: Retirement Accrual,18449,3,Proposed,18449
FY15-16,Expense,Fire,Fire Department,20551,Time and Attendance,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Salaries,51511,Civilian: Paid Leave Charge,12826,3,Proposed,12826
FY15-16,Expense,Fire,Fire Department,20551,Time and Attendance,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS15,FIRE DEPARTMENT ADMINISTRATION,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,21792,3,Proposed,21792
FY15-16,Revenue,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Service Charges,45411,Other Fees: Computer Search,2584,3,Proposed,2584
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,53116,Telephone,30000,3,Proposed,30000
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",1510,3,Proposed,1510
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Travel & Education,55212,Registration and Tuition,2000,3,Proposed,2000
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,52512,Supplies: Construction,540,3,Proposed,540
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,52211,Stationery and Office Supplies,8100,3,Proposed,8100
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Travel & Education,55219,Miscellaneous Educational Expenditures,1130,3,Proposed,1130
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,52614,Books,16580,3,Proposed,16580
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,52914,Minor Tools and Equipment,500,3,Proposed,500
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,52629,"Supplies: Misc. Athletic, Craft, and Cultural",12060,3,Proposed,12060
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,52311,Maintenance Supplies,1000,3,Proposed,1000
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Civilian Salaries,51111,Civilian: Regular,86285,3,Proposed,86285
FY15-16,Revenue,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Service Charges,45419,Other Fees: Miscellaneous,4047,3,Proposed,4047
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,52911,Bottled Water and Food for Human Consumption,-800,3,Proposed,-800
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Travel & Education,55311,Memberships: Employee Association Dues,210,3,Proposed,210
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Travel & Education,55211,Periodical Subscriptions,1300,3,Proposed,1300
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,53313,Official Hospitality,-50,3,Proposed,-50
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,52511,Supplies: Electrical and Plumbing,1380,3,Proposed,1380
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Travel & Education,55114,Per Diem and Lodging,2250,3,Proposed,2250
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Travel & Education,55112,Commercial Transportation,1500,3,Proposed,1500
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,52913,Supplies: Technical and Scientific,45240,3,Proposed,45240
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,43546,3,Proposed,43546
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,52919,Supplies: Miscellaneous and Commodities,24340,3,Proposed,24340
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,52612,Supplies: Craft,2200,3,Proposed,2200
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,53212,Rental: Equipment (Other Than Office Equipment),820,3,Proposed,820
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Civilian Salaries,51511,Civilian: Paid Leave Charge,25628,3,Proposed,25628
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Civilian Retirement,51611,Civilian: Retirement Accrual,36864,3,Proposed,36864
FY15-16,Expense,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Services & Supplies,52212,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",3600,3,Proposed,3600
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Fringe Benefits,51614,Sworn: Fringe Benefits Accrual,15758,3,Proposed,15758
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,2250,Measure N: Fund,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Retirement,51612,Sworn: Retirement Accrual,46167,3,Proposed,46167
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,2250,Measure N: Fund,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Salaries,51512,Sworn: Paid Leave Charge,28543,3,Proposed,28543
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Salaries,51112,Sworn: Regular,30665,3,Proposed,30665
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,2250,Measure N: Fund,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Overhead Allocations,58522,Overhead: Central Services Cost Allocation,21285,3,Proposed,21285
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,2250,Measure N: Fund,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Salaries,51427,Fire: Holiday Pay Premiums,7232,3,Proposed,7232
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,2250,Measure N: Fund,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Salaries,51317,Allowance: Uniform,453,3,Proposed,453
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,2250,Measure N: Fund,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Salaries,51112,Sworn: Regular,91995,3,Proposed,91995
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Salaries,51426,Premium: Miscellaneous,2009,3,Proposed,2009
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Salaries,51427,Fire: Holiday Pay Premiums,2411,3,Proposed,2411
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Overtime,51216,Overtime: FLSA Premium,928,3,Proposed,928
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,2250,Measure N: Fund,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Fringe Benefits,51614,Sworn: Fringe Benefits Accrual,47275,3,Proposed,47275
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Salaries,51317,Allowance: Uniform,151,3,Proposed,151
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,2250,Measure N: Fund,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Salaries,51426,Premium: Miscellaneous,6027,3,Proposed,6027
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Salaries,51512,Sworn: Paid Leave Charge,9514,3,Proposed,9514
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,2250,Measure N: Fund,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Overtime,51216,Overtime: FLSA Premium,2784,3,Proposed,2784
FY15-16,Expense,Fire,Fire Department,20631,In-Service Training,1010,General Fund: General Purpose,0000000,UNDETERMINED PROJECT,PS27,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Sworn Retirement,51612,Sworn: Retirement Accrual,15389,3,Proposed,15389
