Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount,Budget Type,Budget Name,Amount as number
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,54919,Services: Miscellaneous Contract,Contract Services,500000,1,Adopted,500000
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,17137,1,Adopted,17137
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,3530,1,Adopted,3530
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,13874,1,Adopted,13874
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,5091,1,Adopted,5091
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,24717,1,Adopted,24717
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,20010,1,Adopted,20010
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,58523,Overhead: Division Cost Allocation,Overhead Allocations,5407,1,Adopted,5407
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,58523,Overhead: Division Cost Allocation,Overhead Allocations,21251,1,Adopted,21251
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,58523,Overhead: Division Cost Allocation,Overhead Allocations,26250,1,Adopted,26250
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,59312,Operating Transfers Out: Other,Operating Transfers,500000,1,Adopted,500000
FY16-17,Revenue,Public Works,Public Works,30244,Sanitary Sewer Design,3150,Sewer Rate Stabilization Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,49212,Operating Transfers: Other,Interfund Transfers,500000,1,Adopted,500000
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3150,Sewer Rate Stabilization Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,59314,Operating Transfers Out: Contributions to Fund Balance (Budget Only),Contributions to Fund Balances,500000,1,Adopted,500000
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,51111,Civilian: Regular,Civilian Salaries,129602,1,Adopted,129602
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51111,Civilian: Regular,Civilian Salaries,836383,1,Adopted,836383
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,2970,1,Adopted,2970
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51420,License,Allowances & Premiums,11684,1,Adopted,11684
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,51420,License,Allowances & Premiums,4521,1,Adopted,4521
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51511,Civilian: Paid Leave Charge,Civilian Salaries,248420,1,Adopted,248420
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,51511,Civilian: Paid Leave Charge,Civilian Salaries,38493,1,Adopted,38493
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,51611,Civilian: Retirement Accrual,Civilian Retirement,59506,1,Adopted,59506
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51611,Civilian: Retirement Accrual,Civilian Retirement,384018,1,Adopted,384018
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,1750,Multipurpose Reserve,0,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,51111,Civilian: Regular,Civilian Salaries,60485,1,Adopted,60485
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,65406,1,Adopted,65406
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,422098,1,Adopted,422098
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,31770,1,Adopted,31770
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,205028,1,Adopted,205028
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,295717,1,Adopted,295717
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,45823,1,Adopted,45823
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,58523,Overhead: Division Cost Allocation,Overhead Allocations,48664,1,Adopted,48664
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,58523,Overhead: Division Cost Allocation,Overhead Allocations,314050,1,Adopted,314050
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,54411,Architectural and Engineering Services,Contract Services,75000,1,Adopted,75000
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,54911,Services: Contract,Contract Services,150000,1,Adopted,150000
FY16-17,Revenue,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,46312,County Grant: Alameda Flood Control,Grants & Subsidies,210000,1,Adopted,210000
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,51111,Civilian: Regular,Civilian Salaries,60320,1,Adopted,60320
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,51511,Civilian: Paid Leave Charge,Civilian Salaries,17916,1,Adopted,17916
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,51611,Civilian: Retirement Accrual,Civilian Retirement,27695,1,Adopted,27695
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,30441,1,Adopted,30441
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,53719,Miscellaneous Services,Services & Supplies,4731,1,Adopted,4731
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,56111,Special Setups,Internal Services & Work Orders,597,1,Adopted,597
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,56113,Facilities: General Support,Internal Services & Work Orders,9114,1,Adopted,9114
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,56123,City Accounting Services,Internal Services & Work Orders,190,1,Adopted,190
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,14787,1,Adopted,14787
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,21327,1,Adopted,21327
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,58523,Overhead: Division Cost Allocation,Overhead Allocations,22649,1,Adopted,22649
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,51111,Civilian: Regular,Civilian Salaries,124994,1,Adopted,124994
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,1665,1,Adopted,1665
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,51511,Civilian: Paid Leave Charge,Civilian Salaries,37126,1,Adopted,37126
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,51611,Civilian: Retirement Accrual,Civilian Retirement,57390,1,Adopted,57390
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,63081,1,Adopted,63081
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,53719,Miscellaneous Services,Services & Supplies,310000,1,Adopted,310000
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,54411,Architectural and Engineering Services,Contract Services,500000,1,Adopted,500000
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,30641,1,Adopted,30641
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,44194,1,Adopted,44194
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,58523,Overhead: Division Cost Allocation,Overhead Allocations,46934,1,Adopted,46934
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244810,CREEK RESTORATION DD,IN14,STORM DRAIN MANAGEMENT & MAINT,51111,Civilian: Regular,Civilian Salaries,67187,1,Adopted,67187
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244910,WATERSHED ACQUISITION A,IN14,STORM DRAIN MANAGEMENT & MAINT,51111,Civilian: Regular,Civilian Salaries,67021,1,Adopted,67021
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN,IN14,STORM DRAIN MANAGEMENT & MAINT,51111,Civilian: Regular,Civilian Salaries,80865,1,Adopted,80865
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN,IN14,STORM DRAIN MANAGEMENT & MAINT,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,3360,1,Adopted,3360
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN,IN14,STORM DRAIN MANAGEMENT & MAINT,51511,Civilian: Paid Leave Charge,Civilian Salaries,24018,1,Adopted,24018
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244810,CREEK RESTORATION DD,IN14,STORM DRAIN MANAGEMENT & MAINT,51511,Civilian: Paid Leave Charge,Civilian Salaries,19956,1,Adopted,19956
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244910,WATERSHED ACQUISITION A,IN14,STORM DRAIN MANAGEMENT & MAINT,51511,Civilian: Paid Leave Charge,Civilian Salaries,19907,1,Adopted,19907
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN,IN14,STORM DRAIN MANAGEMENT & MAINT,51611,Civilian: Retirement Accrual,Civilian Retirement,37129,1,Adopted,37129
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244810,CREEK RESTORATION DD,IN14,STORM DRAIN MANAGEMENT & MAINT,51611,Civilian: Retirement Accrual,Civilian Retirement,30848,1,Adopted,30848
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244910,WATERSHED ACQUISITION A,IN14,STORM DRAIN MANAGEMENT & MAINT,51611,Civilian: Retirement Accrual,Civilian Retirement,30773,1,Adopted,30773
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN,IN14,STORM DRAIN MANAGEMENT & MAINT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,40810,1,Adopted,40810
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244910,WATERSHED ACQUISITION A,IN14,STORM DRAIN MANAGEMENT & MAINT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,33824,1,Adopted,33824
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244810,CREEK RESTORATION DD,IN14,STORM DRAIN MANAGEMENT & MAINT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,33907,1,Adopted,33907
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244810,CREEK RESTORATION DD,IN14,STORM DRAIN MANAGEMENT & MAINT,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,16470,1,Adopted,16470
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN,IN14,STORM DRAIN MANAGEMENT & MAINT,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,19823,1,Adopted,19823
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244910,WATERSHED ACQUISITION A,IN14,STORM DRAIN MANAGEMENT & MAINT,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,16429,1,Adopted,16429
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN,IN14,STORM DRAIN MANAGEMENT & MAINT,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,28591,1,Adopted,28591
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244810,CREEK RESTORATION DD,IN14,STORM DRAIN MANAGEMENT & MAINT,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,23755,1,Adopted,23755
