Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Type,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,51082,1,Adopted,51082
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,69886,1,Adopted,69886
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Services & Supplies,53115,Garbage and Disposal,51000,1,Adopted,51000
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Services & Supplies,53311,City Promotion,7740,1,Adopted,7740
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Contract Services,54711,Printing and Duplicating Services,19960,1,Adopted,19960
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Contract Services,54919,Services: Miscellaneous Contract,329430,1,Adopted,329430
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Internal Services & Work Orders,56411,City Vehicle Rentals,12694,1,Adopted,12694
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,35364,1,Adopted,35364
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,1720,Comprehensive Clean-up,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,37834,1,Adopted,37834
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,2990,Public Works Grants,H57810 , CLEAN CREEKS CAMPAIGN YEAR 2,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Salaries,51111,Civilian: Regular,21864,1,Adopted,21864
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,2990,Public Works Grants,H57810 , CLEAN CREEKS CAMPAIGN YEAR 2,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,6042,1,Adopted,6042
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,2990,Public Works Grants,H57810 , CLEAN CREEKS CAMPAIGN YEAR 2,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,7618,1,Adopted,7618
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,2990,Public Works Grants,H57810 , CLEAN CREEKS CAMPAIGN YEAR 2,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,10423,1,Adopted,10423
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,2990,Public Works Grants,H57810 , CLEAN CREEKS CAMPAIGN YEAR 2,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Services & Supplies,53719,Miscellaneous Services,15359,1,Adopted,15359
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,2990,Public Works Grants,H57810 , CLEAN CREEKS CAMPAIGN YEAR 2,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,5274,1,Adopted,5274
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,2990,Public Works Grants,H57810 , CLEAN CREEKS CAMPAIGN YEAR 2,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,5643,1,Adopted,5643
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Salaries,51111,Civilian: Regular,97363,1,Adopted,97363
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Allowances & Premiums,51420,License,6214,1,Adopted,6214
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Allowances & Premiums,51426,Premium: Miscellaneous,400,1,Adopted,400
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,26905,1,Adopted,26905
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,33925,1,Adopted,33925
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,46415,1,Adopted,46415
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Contract Services,54919,Services: Miscellaneous Contract,160000,1,Adopted,160000
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,23487,1,Adopted,23487
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,25127,1,Adopted,25127
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Contract Services,54919,Services: Miscellaneous Contract,294870,1,Adopted,294870
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,5671,OBRA: Leasing & Utility,P294110 , OBRA LEASING & UTILITY-CITY,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Internal Services & Work Orders,56611,Work Order Expenditures,150000,1,Adopted,150000
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,7760,Grant Clearing,A167810 , PROJECT MGT CLEARING,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Salaries,51111,Civilian: Regular,116797,1,Adopted,116797
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,7760,Grant Clearing,A167810 , PROJECT MGT CLEARING,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Allowances & Premiums,51420,License,4292,1,Adopted,4292
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,7760,Grant Clearing,A167810 , PROJECT MGT CLEARING,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Allowances & Premiums,51426,Premium: Miscellaneous,200,1,Adopted,200
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,7760,Grant Clearing,A167810 , PROJECT MGT CLEARING,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,32273,1,Adopted,32273
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,7760,Grant Clearing,A167810 , PROJECT MGT CLEARING,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,40697,1,Adopted,40697
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,7760,Grant Clearing,A167810 , PROJECT MGT CLEARING,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,55678,1,Adopted,55678
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,7760,Grant Clearing,A167810 , PROJECT MGT CLEARING,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,28174,1,Adopted,28174
FY13-14,Public Works,Public Works,30683, Environmental Services: Environmental Remediation,7760,Grant Clearing,A167810 , PROJECT MGT CLEARING,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,30142,1,Adopted,30142
FY13-14,Public Works,Public Works,30684, Environmental Services: Sustainability,1710,Recycling Program,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Salaries,51111,Civilian: Regular,83529,1,Adopted,83529
FY13-14,Public Works,Public Works,30684, Environmental Services: Sustainability,1710,Recycling Program,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,23081,1,Adopted,23081
FY13-14,Public Works,Public Works,30684, Environmental Services: Sustainability,1710,Recycling Program,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,29105,1,Adopted,29105
FY13-14,Public Works,Public Works,30684, Environmental Services: Sustainability,1710,Recycling Program,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,39819,1,Adopted,39819
FY13-14,Public Works,Public Works,30684, Environmental Services: Sustainability,1710,Recycling Program,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Contract Services,54919,Services: Miscellaneous Contract,30000,1,Adopted,30000
FY13-14,Public Works,Public Works,30684, Environmental Services: Sustainability,1710,Recycling Program,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,20149,1,Adopted,20149
FY13-14,Public Works,Public Works,30684, Environmental Services: Sustainability,1710,Recycling Program,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,21557,1,Adopted,21557
FY13-14,Public Works,Public Works,30684, Environmental Services: Sustainability,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,Civilian Salaries,51111,Civilian: Regular,48966,1,Adopted,48966
FY13-14,Public Works,Public Works,30684, Environmental Services: Sustainability,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,13531,1,Adopted,13531
FY13-14,Public Works,Public Works,30684, Environmental Services: Sustainability,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,17062,1,Adopted,17062
FY13-14,Public Works,Public Works,30684, Environmental Services: Sustainability,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,23343,1,Adopted,23343
FY13-14,Public Works,Public Works,30684, Environmental Services: Sustainability,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,11812,1,Adopted,11812
FY13-14,Public Works,Public Works,30684, Environmental Services: Sustainability,3100,Sewer Service Fund,0000000 , UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,Expense,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,12637,1,Adopted,12637
FY13-14,Public Works,Public Works,30685, Environmental Services: Watershed Program,2990,Public Works Grants,H57810 , CLEAN CREEKS CAMPAIGN YEAR 2,SC26,SUSTAINABLE OAKLAND PROGRAM,Revenue,Grants & Subsidies,46312,County Grant: Alameda Flood Control,70000,1,Adopted,70000
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Revenue,Grants & Subsidies,46611,Oakland Redevelopment Agency,120945,1,Adopted,120945
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Salaries,51111,Civilian: Regular,137785,1,Adopted,137785
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Salaries,51122,Temporary: Regular Part Time,46800,1,Adopted,46800
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Allowances & Premiums,51313,"Allowance: Auto Flat (1, 2, Partially 3)",1238,1,Adopted,1238
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,38073,1,Adopted,38073
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,48009,1,Adopted,48009
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,69310,1,Adopted,69310
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Civilian Retirement,51627,Retirement Contributions,1755,1,Adopted,1755
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Services & Supplies,52211,Stationery and Office Supplies,200,1,Adopted,200
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Services & Supplies,52212,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",730,1,Adopted,730
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Services & Supplies,53116,Telephone,5000,1,Adopted,5000
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Services & Supplies,53719,Miscellaneous Services,500,1,Adopted,500
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",1000,1,Adopted,1000
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Travel & Education,55219,Miscellaneous Educational Expenditures,2200,1,Adopted,2200
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Travel & Education,55311,Memberships: Employee Association Dues,500,1,Adopted,500
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Internal Services & Work Orders,56312,Duplicating,100,1,Adopted,100
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Debt Payments,58211,Loan Principal,120945,1,Adopted,120945
FY13-14,Public Works,Public Works,30689, Environmental Services: Energy Group,4400,City Facilities,0000000 , UNDETERMINED PROJECT,SC26,SUSTAINABLE OAKLAND PROGRAM,Expense,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,42082,1,Adopted,42082
