Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Amount as number,Budget Type,Budget Name
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52211,Services & Supplies,Stationery and Office Supplies,2000,2000,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,1500,1500,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,50000,50000,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52213,Services & Supplies,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",2000,2000,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55212,Operation & Maintenance,Registration and Tuition,3000,3000,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,5111,5111,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55112,Operation & Maintenance,Commercial Transportation,4000,4000,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",420,420,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,14667,14667,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,27229,27229,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,15783,15783,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,57120,57120,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP60,PARKING MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,19902,19902,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55114,Operation & Maintenance,Per Diem and Lodging,200,200,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52213,Services & Supplies,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",2310,2310,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,994671,994671,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,56124,Internal Services & Work Orders,City Contract Compliance Dept-Purchasing Services,775,775,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55211,Operation & Maintenance,Periodical Subscriptions,200,200,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55112,Operation & Maintenance,Commercial Transportation,200,200,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,56123,Internal Services & Work Orders,City Accounting Services,3862,3862,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55212,Operation & Maintenance,Registration and Tuition,750,750,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51428,Sworn Salaries,Premium: Bilingual,5020,5020,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,494805,494805,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,361663,361663,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55312,Operation & Maintenance,Memberships: City,200,200,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53719,Services & Supplies,Miscellaneous Services,15000,15000,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53116,Services & Supplies,Telephone,2480,2480,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55119,Operation & Maintenance,"Miscellaneous Travel Expenditures (Tips, Parking)",200,200,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53219,Services & Supplies,Rental: Miscellaneous,180,180,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51212,Civilian Salaries,Civilian: Other Overtime,18260,18260,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55219,Operation & Maintenance,Miscellaneous Educational Expenditures,200,200,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,54611,Contract Services,Repair and Maintenance: Machinery and Equipment,2000,2000,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55311,Operation & Maintenance,Memberships: Employee Association Dues,480,480,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52211,Services & Supplies,Stationery and Office Supplies,47390,47390,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51122,Civilian Salaries,Temporary: Regular Part Time,43294,43294,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53611,Services & Supplies,Postage and Mailing,1230,1230,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52614,Services & Supplies,Books,170,170,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,286813,286813,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,PS09,POLICE TRAINING,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,15664,15664,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,PS09,POLICE TRAINING,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,27023,27023,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,PS09,POLICE TRAINING,Expense,51111,Civilian Salaries,Civilian: Regular,56687,56687,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1010,General Fund: General Purpose,PS09,POLICE TRAINING,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,19752,19752,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1610,Successor Redevelopment Agency Reimbursement Fund,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,2940,2940,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1610,Successor Redevelopment Agency Reimbursement Fund,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,2332,2332,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1610,Successor Redevelopment Agency Reimbursement Fund,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,4023,4023,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,1610,Successor Redevelopment Agency Reimbursement Fund,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,8438,8438,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,56124,Internal Services & Work Orders,City Contract Compliance Dept-Purchasing Services,1260,1260,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,56124,Internal Services & Work Orders,City Contract Compliance Dept-Purchasing Services,1162,1162,3,Proposed
FY13-14,Administrative Services,Human Resources,5211,Employment and Classification,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,56124,Internal Services & Work Orders,City Contract Compliance Dept-Purchasing Services,666,666,3,Proposed
FY13-14,Administrative Services,Human Resources,5221,Equal Access,1010,General Fund: General Purpose,IP05,EQUAL ACCESS OFFICE,Expense,52212,Services & Supplies,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",1600,1600,3,Proposed
FY13-14,Administrative Services,Human Resources,5221,Equal Access,1010,General Fund: General Purpose,IP05,EQUAL ACCESS OFFICE,Expense,51111,Civilian Salaries,Civilian: Regular,42296,42296,3,Proposed
FY13-14,Administrative Services,Human Resources,5221,Equal Access,1010,General Fund: General Purpose,IP05,EQUAL ACCESS OFFICE,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,14737,14737,3,Proposed
FY13-14,Administrative Services,Human Resources,5221,Equal Access,1010,General Fund: General Purpose,IP05,EQUAL ACCESS OFFICE,Expense,53116,Services & Supplies,Telephone,1150,1150,3,Proposed
FY13-14,Administrative Services,Human Resources,5221,Equal Access,1010,General Fund: General Purpose,IP05,EQUAL ACCESS OFFICE,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,20163,20163,3,Proposed
FY13-14,Administrative Services,Human Resources,5221,Equal Access,1010,General Fund: General Purpose,IP05,EQUAL ACCESS OFFICE,Expense,54919,Contract Services,Services: Miscellaneous Contract,150000,150000,3,Proposed
FY13-14,Administrative Services,Human Resources,5221,Equal Access,1010,General Fund: General Purpose,IP05,EQUAL ACCESS OFFICE,Expense,53719,Services & Supplies,Miscellaneous Services,15900,15900,3,Proposed
FY13-14,Administrative Services,Human Resources,5221,Equal Access,1010,General Fund: General Purpose,IP05,EQUAL ACCESS OFFICE,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,11687,11687,3,Proposed
FY13-14,Administrative Services,Human Resources,5221,Equal Access,1010,General Fund: General Purpose,IP05,EQUAL ACCESS OFFICE,Expense,52213,Services & Supplies,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",11850,11850,3,Proposed
FY13-14,Administrative Services,Human Resources,5221,Equal Access,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,68867,68867,3,Proposed
FY13-14,Administrative Services,Human Resources,5221,Equal Access,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51428,Sworn Salaries,Premium: Bilingual,4395,4395,3,Proposed
FY13-14,Administrative Services,Human Resources,5221,Equal Access,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,6812,6812,3,Proposed
FY13-14,Administrative Services,Human Resources,5221,Equal Access,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,19029,19029,3,Proposed
FY13-14,Administrative Services,Human Resources,5221,Equal Access,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,23996,23996,3,Proposed
FY13-14,Administrative Services,Human Resources,5511,Human Resource Development,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55311,Operation & Maintenance,Memberships: Employee Association Dues,250,250,3,Proposed
FY13-14,Administrative Services,Human Resources,5511,Human Resource Development,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52213,Services & Supplies,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",2860,2860,3,Proposed
FY13-14,Administrative Services,Human Resources,5511,Human Resource Development,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55112,Operation & Maintenance,Commercial Transportation,400,400,3,Proposed
FY13-14,Administrative Services,Human Resources,5511,Human Resource Development,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,5000,5000,3,Proposed
FY13-14,Administrative Services,Human Resources,5511,Human Resource Development,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55312,Operation & Maintenance,Memberships: City,180,180,3,Proposed
FY13-14,Administrative Services,Human Resources,5511,Human Resource Development,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52211,Services & Supplies,Stationery and Office Supplies,2200,2200,3,Proposed
FY13-14,Administrative Services,Human Resources,5511,Human Resource Development,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55212,Operation & Maintenance,Registration and Tuition,1250,1250,3,Proposed
FY13-14,Administrative Services,Human Resources,5511,Human Resource Development,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53611,Services & Supplies,Postage and Mailing,1750,1750,3,Proposed
