Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Internal Services & Work Orders,56113,Facilities: General Support,76214,3,Proposed,76214
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,7760,Grant Clearing,A167720,PWA DESIGN - ADMINSTRATION,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,93835,3,Proposed,93835
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Internal Services & Work Orders,56211,Modifications: Telephone and Installations,5000,3,Proposed,5000
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Contract Services,54011,Contract Contingencies (Budgetary Only),145000,3,Proposed,145000
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,7760,Grant Clearing,A167720,PWA DESIGN - ADMINSTRATION,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,45579,3,Proposed,45579
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Recoveries,62235,Overhead: Project Recoveries (Budgetary Only),-1750088,3,Proposed,-1750088
FY16-17,Revenue,Public Works,Public Works,30261,Transportation Services: Admin,2212,Measure B: Bicycle/Pedestrian Pass-Thru Funds,0000000,UNDETERMINED PROJECT,IN17,TRANSPORTATION PLANNING AND FUNDING,Sales Tax,41312,Sales and Use Tax: Measure B,1251925,3,Proposed,1251925
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Internal Services & Work Orders,56312,Duplicating,4190,3,Proposed,4190
FY16-17,Revenue,Public Works,Public Works,30261,Transportation Services: Admin,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Sales Tax,41312,Sales and Use Tax: Measure B,1030554,3,Proposed,1030554
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,1750,Multipurpose Reserve,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Contract Services,54919,Services: Miscellaneous Contract,1522748,3,Proposed,1522748
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,7760,Grant Clearing,A167720,PWA DESIGN - ADMINSTRATION,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51511,Civilian: Paid Leave Charge,55225,3,Proposed,55225
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Internal Services & Work Orders,56111,Special Setups,1239,3,Proposed,1239
FY16-17,Revenue,Public Works,Public Works,30261,Transportation Services: Admin,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,IN04,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Sales Tax,41312,Sales and Use Tax: Measure B,10255872,3,Proposed,10255872
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,7760,Grant Clearing,A167720,PWA DESIGN - ADMINSTRATION,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",4200,3,Proposed,4200
FY16-17,Revenue,Public Works,Public Works,30261,Transportation Services: Admin,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Sales Tax,41312,Sales and Use Tax: Measure B,10433000,3,Proposed,10433000
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,7760,Grant Clearing,A167720,PWA DESIGN - ADMINSTRATION,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58523,Overhead: Division Cost Allocation,69816,3,Proposed,69816
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Contract Services,54919,Services: Miscellaneous Contract,100000,3,Proposed,100000
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,1TYM,ONE-TIME REV & EXP APPROPRIATIONS,Contract Services,54011,Contract Contingencies (Budgetary Only),1500000,3,Proposed,1500000
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Internal Services & Work Orders,56411,City Vehicle Rentals,12418,3,Proposed,12418
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Internal Services & Work Orders,56511,Radio Rentals,5479,3,Proposed,5479
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,7760,Grant Clearing,A167720,PWA DESIGN - ADMINSTRATION,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51111,Civilian: Regular,185934,3,Proposed,185934
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,7760,Grant Clearing,A167720,PWA DESIGN - ADMINSTRATION,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Retirement,51611,Civilian: Retirement Accrual,85370,3,Proposed,85370
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,IN17,TRANSPORTATION PLANNING AND FUNDING,Contributions to Fund Balances,59314,Operating Transfers Out: Contributions to Fund Balance (Budget Only),51614,3,Proposed,51614
FY16-17,Revenue,Public Works,Public Works,30261,Transportation Services: Admin,1750,Multipurpose Reserve,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Service Charges,45312,Parking Fee: Off Street Parking (Including OPR Parking),7022266,3,Proposed,7022266
FY16-17,Expense,Public Works,Public Works,30261,Transportation Services: Admin,1750,Multipurpose Reserve,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Contributions to Fund Balances,59314,Operating Transfers Out: Contributions to Fund Balance (Budget Only),226059,3,Proposed,226059
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51511,Civilian: Paid Leave Charge,59039,3,Proposed,59039
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,1750,Multipurpose Reserve,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51111,Civilian: Regular,60485,3,Proposed,60485
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2416,Traffic Safety Fund,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51511,Civilian: Paid Leave Charge,3953,3,Proposed,3953
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2416,Traffic Safety Fund,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,6716,3,Proposed,6716
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,1750,Multipurpose Reserve,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,21385,3,Proposed,21385
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Retirement,51611,Civilian: Retirement Accrual,173275,3,Proposed,173275
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,30583,3,Proposed,30583
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,4705,3,Proposed,4705
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2416,Traffic Safety Fund,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Retirement,51611,Civilian: Retirement Accrual,6110,3,Proposed,6110
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2416,Traffic Safety Fund,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,3262,3,Proposed,3262
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,3262,3,Proposed,3262
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,Civilian Retirement,51611,Civilian: Retirement Accrual,6110,3,Proposed,6110
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Retirement,51611,Civilian: Retirement Accrual,57282,3,Proposed,57282
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,1750,Multipurpose Reserve,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51511,Civilian: Paid Leave Charge,17965,3,Proposed,17965
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,44111,3,Proposed,44111
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,100316,3,Proposed,100316
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58523,Overhead: Division Cost Allocation,74636,3,Proposed,74636
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,48726,3,Proposed,48726
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",3300,3,Proposed,3300
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51111,Civilian: Regular,198770,3,Proposed,198770
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Retirement,51627,Retirement Contributions,3180,3,Proposed,3180
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,1750,Multipurpose Reserve,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,14827,3,Proposed,14827
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,Civilian Salaries,51511,Civilian: Paid Leave Charge,3953,3,Proposed,3953
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58523,Overhead: Division Cost Allocation,46846,3,Proposed,46846
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",660,3,Proposed,660
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",990,3,Proposed,990
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51511,Civilian: Paid Leave Charge,114916,3,Proposed,114916
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,70279,3,Proposed,70279
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51111,Civilian: Regular,124761,3,Proposed,124761
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58523,Overhead: Division Cost Allocation,166251,3,Proposed,166251
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51420,License,22773,3,Proposed,22773
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51111,Civilian: Regular,377383,3,Proposed,377383
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Retirement,51611,Civilian: Retirement Accrual,91265,3,Proposed,91265
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,Overhead Allocations,58523,Overhead: Division Cost Allocation,4997,3,Proposed,4997
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,1750,Multipurpose Reserve,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,30525,3,Proposed,30525
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,1750,Multipurpose Reserve,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58523,Overhead: Division Cost Allocation,22711,3,Proposed,22711
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,1750,Multipurpose Reserve,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Retirement,51611,Civilian: Retirement Accrual,27771,3,Proposed,27771
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51420,License,8872,3,Proposed,8872
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51122,Temporary: Regular Part Time,81970,3,Proposed,81970
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,156546,3,Proposed,156546
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2416,Traffic Safety Fund,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,4705,3,Proposed,4705
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51420,License,6248,3,Proposed,6248
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,62960,3,Proposed,62960
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,Civilian Salaries,51111,Civilian: Regular,13308,3,Proposed,13308
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2416,Traffic Safety Fund,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58523,Overhead: Division Cost Allocation,4997,3,Proposed,4997
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2216,Measure BB - Alameda County Transportation Commission Sales Tax,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51511,Civilian: Paid Leave Charge,37055,3,Proposed,37055
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,108537,3,Proposed,108537
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,195924,3,Proposed,195924
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,6716,3,Proposed,6716
FY16-17,Expense,Public Works,Public Works,30264,Traffic Capital Projects,2416,Traffic Safety Fund,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Civilian Salaries,51111,Civilian: Regular,13308,3,Proposed,13308
