Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount as number,Budget Type,Budget Name,Amount
FY16-17,Expense,Public Library,Library,61131,Automation,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51611,Civilian: Retirement Accrual,Civilian Retirement,87019,2,Adjusted,87019
FY16-17,Expense,Public Library,Library,61235,Magazines and Newspapers,2241,Measure Q-Library Services Retention & Enhancement,NB16,MAIN LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,25257,2,Adjusted,25257
FY16-17,Expense,Public Library,Library,61135,Acquisitions,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51611,Civilian: Retirement Accrual,Civilian Retirement,80290,2,Adjusted,80290
FY16-17,Expense,Public Library,Library,61321,Support Services Unit,2241,Measure Q-Library Services Retention & Enhancement,NB16,MAIN LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,35637,2,Adjusted,35637
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,2419,2,Adjusted,2419
FY16-17,Expense,Public Library,Library,61511,African-American Museum Library,2241,Measure Q-Library Services Retention & Enhancement,NB18,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,51627,Retirement Contributions,Civilian Retirement,864,2,Adjusted,864
FY16-17,Expense,Public Library,Library,61213,Literacy,2241,Measure Q-Library Services Retention & Enhancement,NB19,LITERACY PROGRAMS,51627,Retirement Contributions,Civilian Retirement,1319,2,Adjusted,1319
FY16-17,Expense,Public Library,Library,61121,Departmental Operation,2241,Measure Q-Library Services Retention & Enhancement,NB18,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,51627,Retirement Contributions,Civilian Retirement,2496,2,Adjusted,2496
FY16-17,Expense,Public Library,Library,61121,Departmental Operation,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,52914,Minor Tools and Equipment,Services & Supplies,87660,2,Adjusted,87660
FY16-17,Expense,Public Library,Library,61333,Eastmont Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,53119,"Miscellaneous Utilities (Steam, Heating, Fuel)",Services & Supplies,22000,2,Adjusted,22000
FY16-17,Expense,Public Library,Library,61121,Departmental Operation,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,53211,Rental: Land and Building,Services & Supplies,55140,2,Adjusted,55140
FY16-17,Expense,Public Library,Library,61321,Support Services Unit,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,53611,Postage and Mailing,Services & Supplies,1100,2,Adjusted,1100
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,54620,Maintenance and Security,Contract Services,21000,2,Adjusted,21000
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,54620,Maintenance and Security,Contract Services,22800,2,Adjusted,22800
FY16-17,Expense,Public Library,Library,61141,Materials Unit,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,58714,Other Refunds,Other Expenditures and Disbursments,1000,2,Adjusted,1000
FY16-17,Expense,Public Library,Library,61338,Temescal Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,62346,2,Adjusted,62346
FY16-17,Expense,Public Library,Library,61237,Children's Room,2241,Measure Q-Library Services Retention & Enhancement,NB16,MAIN LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,125315,2,Adjusted,125315
FY16-17,Expense,Public Library,Library,61213,Literacy,2241,Measure Q-Library Services Retention & Enhancement,NB19,LITERACY PROGRAMS,51111,Civilian: Regular,Civilian Salaries,110878,2,Adjusted,110878
FY16-17,Expense,Public Library,Library,61313,Children's Services / Youth,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51111,Civilian: Regular,Civilian Salaries,171125,2,Adjusted,171125
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,162749,2,Adjusted,162749
FY16-17,Expense,Public Library,Library,61133,Community Relations,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51111,Civilian: Regular,Civilian Salaries,88486,2,Adjusted,88486
FY16-17,Expense,Public Library,Library,61236,Science  Business and Sociology,2241,Measure Q-Library Services Retention & Enhancement,NB16,MAIN LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,365040,2,Adjusted,365040
FY16-17,Expense,Public Library,Library,61311,Branch Administration,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,3300,2,Adjusted,3300
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,1170,2,Adjusted,1170
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,1170,2,Adjusted,1170
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,4680,2,Adjusted,4680
FY16-17,Expense,Public Library,Library,61346,Melrose Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,4680,2,Adjusted,4680
FY16-17,Expense,Public Library,Library,61237,Children's Room,2241,Measure Q-Library Services Retention & Enhancement,NB16,MAIN LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,7020,2,Adjusted,7020
FY16-17,Expense,Public Library,Library,61344,Lakeview Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51428,Premium: Bilingual,Allowances & Premiums,1170,2,Adjusted,1170
FY16-17,Expense,Public Library,Library,61343,Golden Gate Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,6798,2,Adjusted,6798
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,2662,2,Adjusted,2662
FY16-17,Expense,Public Library,Library,61121,Departmental Operation,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51425,Health and Welfare Benefits,Allowances & Premiums,4095,2,Adjusted,4095
FY16-17,Expense,Public Library,Library,61339,District I Administration,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,5733,2,Adjusted,5733
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,57405,2,Adjusted,57405
FY16-17,Expense,Public Library,Library,61321,Support Services Unit,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51511,Civilian: Paid Leave Charge,Civilian Salaries,64315,2,Adjusted,64315
FY16-17,Expense,Public Library,Library,61132,Teen Services,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51511,Civilian: Paid Leave Charge,Civilian Salaries,53086,2,Adjusted,53086
FY16-17,Expense,Public Library,Library,61321,Support Services Unit,2241,Measure Q-Library Services Retention & Enhancement,NB16,MAIN LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,23053,2,Adjusted,23053
FY16-17,Expense,Public Library,Library,61121,Departmental Operation,2241,Measure Q-Library Services Retention & Enhancement,NB18,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,51511,Civilian: Paid Leave Charge,Civilian Salaries,2217,2,Adjusted,2217
FY16-17,Expense,Public Library,Library,61335,M.L. King Jr. Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,32136,2,Adjusted,32136
FY16-17,Expense,Public Library,Library,61235,Magazines and Newspapers,2241,Measure Q-Library Services Retention & Enhancement,NB16,MAIN LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,32364,2,Adjusted,32364
FY16-17,Expense,Public Library,Library,61121,Departmental Operation,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,46199,2,Adjusted,46199
FY16-17,Expense,Public Library,Library,61131,Automation,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,91714,2,Adjusted,91714
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,74726,2,Adjusted,74726
FY16-17,Expense,Public Library,Library,61344,Lakeview Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,1952,2,Adjusted,1952
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51627,Retirement Contributions,Civilian Retirement,3532,2,Adjusted,3532
FY16-17,Expense,Public Library,Library,61141,Materials Unit,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,52614,Books,Services & Supplies,1393670,2,Adjusted,1393670
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,54620,Maintenance and Security,Contract Services,27000,2,Adjusted,27000
FY16-17,Expense,Public Library,Library,61121,Departmental Operation,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,54811,Temporary Personnel Services,Contract Services,11400,2,Adjusted,11400
FY16-17,Expense,Public Library,Library,61111,Director,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,55312,Memberships: City,Travel & Education,35000,2,Adjusted,35000
FY16-17,Expense,Public Library,Library,61121,Departmental Operation,2241,Measure Q-Library Services Retention & Enhancement,NB16,MAIN LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,35510,2,Adjusted,35510
FY16-17,Expense,Public Library,Library,61111,Director,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,34225,2,Adjusted,34225
FY16-17,Expense,Public Library,Library,61135,Acquisitions,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51122,Temporary: Regular Part Time,Civilian Salaries,63758,2,Adjusted,63758
FY16-17,Expense,Public Library,Library,61511,African-American Museum Library,2241,Measure Q-Library Services Retention & Enhancement,NB18,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,51122,Temporary: Regular Part Time,Civilian Salaries,22280,2,Adjusted,22280
FY16-17,Expense,Public Library,Library,61334,Elmhurst Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51122,Temporary: Regular Part Time,Civilian Salaries,12495,2,Adjusted,12495
FY16-17,Expense,Public Library,Library,61341,Asian Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,182543,2,Adjusted,182543
FY16-17,Expense,Public Library,Library,61345,Cesar E Chavez Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51111,Civilian: Regular,Civilian Salaries,168854,2,Adjusted,168854
FY16-17,Expense,Public Library,Library,61132,Teen Services,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51111,Civilian: Regular,Civilian Salaries,161940,2,Adjusted,161940
FY16-17,Expense,Public Library,Library,61511,African-American Museum Library,2241,Measure Q-Library Services Retention & Enhancement,NB18,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,1650,2,Adjusted,1650
FY16-17,Expense,Public Library,Library,61221,Main Library Administration,2241,Measure Q-Library Services Retention & Enhancement,NB16,MAIN LIBRARY SERVICES,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,1650,2,Adjusted,1650
FY16-17,Expense,Public Library,Library,61313,Children's Services / Youth,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,1650,2,Adjusted,1650
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,11180,2,Adjusted,11180
FY16-17,Expense,Public Library,Library,61237,Children's Room,2241,Measure Q-Library Services Retention & Enhancement,NB16,MAIN LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,14824,2,Adjusted,14824
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,4791,2,Adjusted,4791
FY16-17,Expense,Public Library,Library,61132,Teen Services,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51425,Health and Welfare Benefits,Allowances & Premiums,10689,2,Adjusted,10689
FY16-17,Expense,Public Library,Library,61121,Departmental Operation,2241,Measure Q-Library Services Retention & Enhancement,NB16,MAIN LIBRARY SERVICES,51425,Health and Welfare Benefits,Allowances & Premiums,2184,2,Adjusted,2184
FY16-17,Expense,Public Library,Library,61121,Departmental Operation,2241,Measure Q-Library Services Retention & Enhancement,NB18,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,51425,Health and Welfare Benefits,Allowances & Premiums,5651,2,Adjusted,5651
FY16-17,Expense,Public Library,Library,61331,Brookfield Village Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51421,Incentive and Special,Allowances & Premiums,2437,2,Adjusted,2437
FY16-17,Expense,Public Library,Library,61121,Departmental Operation,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51511,Civilian: Paid Leave Charge,Civilian Salaries,28162,2,Adjusted,28162
FY16-17,Expense,Public Library,Library,61135,Acquisitions,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51511,Civilian: Paid Leave Charge,Civilian Salaries,54135,2,Adjusted,54135
FY16-17,Expense,Public Library,Library,61344,Lakeview Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,1733,2,Adjusted,1733
FY16-17,Expense,Public Library,Library,61337,Rockridge Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,94438,2,Adjusted,94438
FY16-17,Expense,Public Library,Library,61345,Cesar E Chavez Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,90265,2,Adjusted,90265
FY16-17,Expense,Public Library,Library,61135,Acquisitions,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,88876,2,Adjusted,88876
FY16-17,Expense,Public Library,Library,61511,African-American Museum Library,2241,Measure Q-Library Services Retention & Enhancement,NB18,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,128284,2,Adjusted,128284
FY16-17,Expense,Public Library,Library,61321,Support Services Unit,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,104786,2,Adjusted,104786
FY16-17,Expense,Public Library,Library,61341,Asian Branch,2241,Measure Q-Library Services Retention & Enhancement,NB37,LIBRARY SYSTEMWIDE SUPPORT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,24369,2,Adjusted,24369
FY16-17,Expense,Public Library,Library,61332,Dimond Branch,2241,Measure Q-Library Services Retention & Enhancement,NB17,BRANCH LIBRARY SERVICES,51611,Civilian: Retirement Accrual,Civilian Retirement,102748,2,Adjusted,102748
