Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Amount as number,Budget Type,Budget Name
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51111,Civilian Salaries,Civilian: Regular,69244,69244,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,34953,34953,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,200,200,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,53219,Services & Supplies,Rental: Miscellaneous,300,300,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,25718,25718,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52211,Services & Supplies,Stationery and Office Supplies,100,100,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51122,Civilian Salaries,Temporary: Regular Part Time,8848,8848,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51425,Civilian Salaries,Health and Welfare Benefits,3489,3489,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,100,100,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,200,200,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",1538,1538,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Revenue,45239,Service Charges,Parks & Rec Fee: Miscellaneous,2590,2590,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,686,686,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51627,Civilian Retirement,Retirement Contributions,332,332,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,200,200,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,26023,26023,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52118,Services & Supplies,Feed and Forage,1670,1670,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,19361,19361,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,35367,35367,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,600,600,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52211,Services & Supplies,Stationery and Office Supplies,1626,1626,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,54311,Contract Services,Medical and Veterinarian Services,234,234,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51111,Civilian Salaries,Civilian: Regular,70064,70064,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52916,Services & Supplies,Administration For Field Trips,330,330,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,56113,Internal Services & Work Orders,Facilities: General Support,54349,54349,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,5793,5793,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51425,Civilian Salaries,Health and Welfare Benefits,10467,10467,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,2593,2593,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51627,Civilian Retirement,Retirement Contributions,2804,2804,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",2667,2667,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51627,Civilian Retirement,Retirement Contributions,1254,1254,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51122,Civilian Salaries,Temporary: Regular Part Time,74748,74748,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51122,Civilian Salaries,Temporary: Regular Part Time,33452,33452,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,300,300,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Revenue,45239,Service Charges,Parks & Rec Fee: Miscellaneous,139860,139860,3,Proposed
FY14-15,Community Services,Parks & Recreation,502260,Rotary Nature Center,2310,Lighting and Landscape Assessment District,NB03,"RECREATION, CULTURAL CIVIC",Expense,56113,Internal Services & Work Orders,Facilities: General Support,590502,590502,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,53116,Services & Supplies,Telephone,10,10,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,380,380,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,52211,Services & Supplies,Stationery and Office Supplies,2500,2500,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,51111,Civilian Salaries,Civilian: Regular,102532,102532,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,51627,Civilian Retirement,Retirement Contributions,649,649,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,55212,Operation & Maintenance,Registration and Tuition,1000,1000,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,52311,Services & Supplies,Maintenance Supplies,50000,50000,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,51425,Civilian Salaries,Health and Welfare Benefits,3489,3489,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,51428,Sworn Salaries,Premium: Bilingual,2151,2151,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,52916,Services & Supplies,Administration For Field Trips,50,50,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,53720,Services & Supplies,Miscellaneous Repairs and Maintenance,490,490,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,23549,23549,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,53511,Services & Supplies,Taxes and Assessments,1000,1000,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,52888,Services & Supplies,Fuel,20,20,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,52111,Services & Supplies,Agricultural Chemicals,1360,1360,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,44361,44361,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,31652,31652,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",1500,1500,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,52611,Services & Supplies,Supplies: Athletic,980,980,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,56113,Internal Services & Work Orders,Facilities: General Support,50512,50512,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,52913,Services & Supplies,Supplies: Technical and Scientific,450,450,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,NB05,AQUATICS,Expense,52912,Services & Supplies,Clothing,940,940,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1820,OPRCA Self Sustaining Revolving Fund,NB05,AQUATICS,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,1528,1528,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1820,OPRCA Self Sustaining Revolving Fund,NB05,AQUATICS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",2902,2902,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1820,OPRCA Self Sustaining Revolving Fund,NB05,AQUATICS,Expense,52211,Services & Supplies,Stationery and Office Supplies,1250,1250,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1820,OPRCA Self Sustaining Revolving Fund,NB05,AQUATICS,Expense,53719,Services & Supplies,Miscellaneous Services,113,113,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1820,OPRCA Self Sustaining Revolving Fund,NB05,AQUATICS,Expense,51627,Civilian Retirement,Retirement Contributions,740,740,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1820,OPRCA Self Sustaining Revolving Fund,NB05,AQUATICS,Expense,52912,Services & Supplies,Clothing,270,270,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1820,OPRCA Self Sustaining Revolving Fund,NB05,AQUATICS,Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,656,656,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1820,OPRCA Self Sustaining Revolving Fund,NB05,AQUATICS,Revenue,45213,Service Charges,Parks & Rec Fee: Swimming Instruction,28180,28180,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1820,OPRCA Self Sustaining Revolving Fund,NB05,AQUATICS,Expense,55219,Operation & Maintenance,Miscellaneous Educational Expenditures,3619,3619,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1820,OPRCA Self Sustaining Revolving Fund,NB05,AQUATICS,Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,1645,1645,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1820,OPRCA Self Sustaining Revolving Fund,NB05,AQUATICS,Expense,52311,Services & Supplies,Maintenance Supplies,602,602,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1820,OPRCA Self Sustaining Revolving Fund,NB05,AQUATICS,Expense,51122,Civilian Salaries,Temporary: Regular Part Time,19722,19722,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,1820,OPRCA Self Sustaining Revolving Fund,NB05,AQUATICS,Expense,51425,Civilian Salaries,Health and Welfare Benefits,3489,3489,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,2310,Lighting and Landscape Assessment District,NB03,"RECREATION, CULTURAL CIVIC",Expense,56113,Internal Services & Work Orders,Facilities: General Support,139526,139526,3,Proposed
FY14-15,Community Services,Parks & Recreation,502310,Aquatics Supervision,2310,Lighting and Landscape Assessment District,NB05,AQUATICS,Expense,56113,Internal Services & Work Orders,Facilities: General Support,548820,548820,3,Proposed
FY14-15,Community Services,Parks & Recreation,502311,Live Oak Aquatics,1010,General Fund: General Purpose,IP59,FINANCIAL MANAGEMENT,Expense,51627,Civilian Retirement,Retirement Contributions,81,81,3,Proposed
FY14-15,Community Services,Parks & Recreation,502311,Live Oak Aquatics,1010,General Fund: General Purpose,IP59,FINANCIAL MANAGEMENT,Expense,51425,Civilian Salaries,Health and Welfare Benefits,3489,3489,3,Proposed
FY14-15,Community Services,Parks & Recreation,502311,Live Oak Aquatics,1010,General Fund: General Purpose,IP59,FINANCIAL MANAGEMENT,Expense,51122,Civilian Salaries,Temporary: Regular Part Time,2164,2164,3,Proposed
FY14-15,Community Services,Parks & Recreation,502311,Live Oak Aquatics,1010,General Fund: General Purpose,IP59,FINANCIAL MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,168,168,3,Proposed
FY14-15,Community Services,Parks & Recreation,502311,Live Oak Aquatics,1010,General Fund: General Purpose,NB05,AQUATICS,Revenue,44314,Service Charges,Facility Rental: Pool (Temescal Masters),12357,12357,3,Proposed
